"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"rpsJ",0.464044066504911,12.061633501116,31.9396973633475,2.80442569482042e-06,0.000190740446201237,"SL1344_3408","rpsJ"
"ydcR",0.523353439192047,6.5101462766712,31.1672626328164,3.43166427424155e-06,0.000230159816393228,"SL1344_1529","ydcR"
"birA",-0.507441196732349,6.61828020765137,31.0398571436696,3.54871440601178e-06,0.000234749888583985,"SL1344_4082","birA"
"himA",-0.409936136389554,7.93193418921775,30.9266818047865,3.65625261747752e-06,0.000235413918530653,"SL1344_1273","himA"
"SL1344_1768",0.547680781420791,7.18985433365695,31.3088017924798,3.61614507127687e-06,0.000235413918530653,"SL1344_1768","SL1344_1768"
"dps",-0.613723039787898,7.17060816487677,33.1760892223814,4.16861910480421e-06,0.000264871863909204,"SL1344_0806","dps"
"yjbA",1.05322349706482,4.57652468454864,30.1779625615418,4.4609466858421e-06,0.000279765085012097,"SL1344_4162","yjbA"
"rbn",0.531109549273032,6.62684610616944,29.6174723877457,5.18578875500662e-06,0.000321053511511884,"SL1344_3973","rbn"
"sufI",-0.404159825792836,7.39338339552643,28.6208349668828,6.80205218360281e-06,0.000415786202463519,"SL1344_3146","sufI"
"SL1344_2269",0.79522820253976,6.51702065962084,34.1667630025802,7.32820026933478e-06,0.000442348488757721,"SL1344_2269","SL1344_2269"
"gst",0.544529959825988,7.23949608480193,29.1696367904433,7.68787538961855e-06,0.000458330250079851,"SL1344_1383","gst"
"elaB",-0.720426339100802,5.09722152424061,28.0846829022762,7.88624191569396e-06,0.000464422709888855,"SL1344_2280","elaB"
"yehU",0.569632225844767,6.00923151810313,27.8971729965863,8.30760644676257e-06,0.000483342548571283,"SL1344_2137","yehU"
"lrhA",0.485366689191359,7.06433744925696,27.6749958519827,8.83807771983967e-06,0.000508084253679831,"SL1344_2299","lrhA"
"rplC",0.428047785597071,12.9045957288062,27.1991516687275,1.00992318334853e-05,0.000573755182634125,"SL1344_3407","rplC"
"rplD",0.447619665084821,12.693674715983,26.7704605981527,1.1399889286841e-05,0.000632759372024773,"SL1344_3406","rplD"
"ompR",0.405474797141875,7.81267287251001,26.7879348874261,1.13435277938955e-05,0.000632759372024773,"SL1344_3469","ompR"
"phnO",0.998353542900804,4.98198798837352,28.4688911867933,1.15889685672803e-05,0.000635944650129506,"SL1344_4224","phnO"
"phoQ",0.419893212415967,8.52216177000647,26.6634313354711,1.17516633651213e-05,0.000637626768428884,"SL1344_1168","phoQ"
"yecA",0.437379166529567,6.73521788434972,25.7793484749032,1.51393612356508e-05,0.000812310837855085,"SL1344_1871","yecA"
"ybaB",-0.344573457631692,8.46860470811355,25.2124438198674,1.78480793747665e-05,0.000947125003304918,"SL1344_0478","ybaB"
"mgtR",2.01882981048826,1.88101242128179,25.1235552467118,1.83175793086851e-05,0.000961473809583045,"SL1344_3727A","mgtR"
"dnaJ",-0.36784155696103,9.48443285831556,24.8245898514121,1.99955241500151e-05,0.00103826221634863,"SL1344_0013","dnaJ"
"yqjE",0.409117147477919,6.81665419329504,24.4391612005312,2.24038056845455e-05,0.00115093593245394,"SL1344_3202","yqjE"
"ydcW",0.531187609344186,5.98398593968582,24.0096754867188,2.54554897607032e-05,0.00129394273741511,"SL1344_1528","ydcW"
"ydiR",0.751641973930387,4.88056474426724,23.827995977376,2.68768598548872e-05,0.00133802429112629,"SL1344_1287","ydiR"
"yjeQ",-0.400836757861746,7.16193125345272,23.8589373312787,2.66289464247327e-05,0.00133802429112629,"SL1344_4286","yjeQ"
"nixA",0.781571115355303,4.84311229739554,23.7273612712671,2.77003071116514e-05,0.00136494676573637,"SL1344_2767","nixA"
"rpoH",-0.351169456753629,8.48727618826236,23.3439147796896,3.10924735411074e-05,0.00151662176494957,"SL1344_3533","rpoH"
"rpsQ",0.506538809974079,10.2262588176106,25.450056480275,3.21405999457923e-05,0.00153670254592308,"SL1344_3398","rpsQ"
"StyR-3",0.958031364817586,3.98036802409725,23.2562473549367,3.19284654978583e-05,0.00153670254592308,"StyR-3","StyR-3"
"rpmC",0.387733849750748,11.4685752540945,22.8450459833747,3.6181615718759e-05,0.00169632060491153,"SL1344_3399","rpmC"
"SL1344_P1_0064",0.508785378793341,6.46383213826401,22.8767017870974,3.58336866122755e-05,0.00169632060491153,"SL1344_P1_0064","SL1344_P1_0064"
"cspC",0.433384036426083,8.14209278405143,22.8575194657061,3.98205425913198e-05,0.00184897500166811,"SL1344_1766","cspC"
"kdpF",0.877320398177637,4.97442084795741,22.4533797996672,4.07967461867587e-05,0.00187626178415103,"SL1344_0688A","kdpF"
"zwf",-0.33807416074506,9.14801069788925,22.2368145886758,4.36141519718766e-05,0.00196834336329151,"SL1344_1820","zwf"
"slsA",0.859450564317221,4.26629136186335,22.2497406884055,4.34403090564515e-05,0.00196834336329151,"SL1344_3726","slsA"
"cheW",-0.372276899738341,7.50504277866971,21.7556078947571,5.06428687997884e-05,0.00224361847187319,"SL1344_1855","cheW"
"glgB",0.42079018815098,6.90229835877335,21.7609888069718,5.05579231083751e-05,0.00224361847187319,"SL1344_3505","glgB"
"StyR-44b",0.606699444668978,5.32778919165356,21.0822343835901,6.25724480673821e-05,0.00274693047015808,"StyR-44b","StyR-44b"
"cspA",-0.381757088670764,9.72120536211069,20.9747563311457,6.47384683019747e-05,0.00281641498585798,"SL1344_3615","cspA"
"ybjG",0.546973488172554,5.57654973675837,20.7211983593313,7.01710972682992e-05,0.00302550204204122,"SL1344_0841","ybjG"
"sbmA",0.449967188120603,6.70494842785625,20.4520090129432,7.64736830756554e-05,0.00326806562453398,"SL1344_0371","sbmA"
"rpsS",0.426383160961714,12.0474445480239,20.5255488685645,7.8638626495721e-05,0.00333110462585822,"SL1344_3403","rpsS"
"rstA",0.338278702643049,8.31262803893161,20.1048337817594,8.55059397255269e-05,0.00359050593856147,"SL1344_1405","rstA"
"rplV",0.411538509187191,12.3678408179618,19.8879693855423,9.17193678279643e-05,0.00381821402794172,"SL1344_3402","rplV"
"yeiG",0.441537878607187,7.26185393062751,20.0687549036056,9.46382647109188e-05,0.00390605282298313,"SL1344_2171","yeiG"
"yaiW",0.420359144526056,6.06658712130644,19.7403329968212,9.62233224039303e-05,0.00393781715159813,"SL1344_0372","yaiW"
"nfnB",0.336963706269489,7.58599592096597,19.6692122522384,9.84765375633205e-05,0.00399616134364097,"SL1344_0566","nfnB"
"yrbB",-0.519073822615955,5.84139420549368,19.5869244968736,0.00010115385867078,0.00407059986267663,"SL1344_3281","yrbB"
"SL1344_2449",-0.516472866519912,5.29981782595659,19.4670474072711,0.000105193804424722,0.00419818910385935,"SL1344_2449","SL1344_2449"
"SL1344_1025",0.495413836225074,6.95191301117402,20.0844281617804,0.000119353877016399,0.00472426124682125,"SL1344_1025","SL1344_1025"
"slyB",0.482006682656536,9.67351946806203,21.3676826451155,0.000120761254456155,0.00474110648592499,"SL1344_1377","slyB"
"feoA",0.833412514795972,3.91278879646177,19.0088326156525,0.000122293139798225,0.00476252880714216,"SL1344_3472","feoA"
"gipA",0.494279782286513,5.6144966292523,18.8487226396702,0.000128946781393841,0.00498147205880686,"SL1344_2563","gipA"
"pgtE",0.58645415940657,4.73241273714227,18.7475600409057,0.000133348776786868,0.00511064478653799,"SL1344_2363","pgtE"
"rplB",0.396777424722621,12.8321535459532,18.6551489503934,0.000137510021980079,0.00522862910347874,"SL1344_3404","rplB"
"yjeP",-0.320992403590219,7.30532358463652,18.313262254886,0.000154149182550158,0.00581551876980244,"SL1344_4284","yjeP"
"SL1344_1396",0.313640456994804,8.61977562040529,18.2150566937557,0.000159315988597883,0.00596385200728044,"SL1344_1396","SL1344_1396"
"phoB",0.35732501994327,6.91325906832545,18.1228927602632,0.000164333009258103,0.00610433924390291,"SL1344_0392","phoB"
"SL1344_0213",0.436698787982569,5.96905653049813,17.7136984260584,0.000188730486566381,0.00695709556968744,"SL1344_0213","SL1344_0213"
"rpsC",0.356971642273473,13.0217124665231,17.3733315454175,0.000211966433765952,0.00775443870193773,"SL1344_3401","rpsC"
"rumA",0.328014973498691,8.20096872672303,17.2746063672027,0.000219263066501379,0.00784312109729749,"SL1344_2938","rumA"
"plsC",-0.352211131429142,6.68665321092543,17.3175133406886,0.000216059510571514,0.00784312109729749,"SL1344_3147","plsC"
"rplW",0.404789608630475,12.0303739169536,17.5554040627136,0.000218744012548671,0.00784312109729749,"SL1344_3405","rplW"
"yjeH",0.466615897366145,6.37974144970964,17.2519895846766,0.000222302899807172,0.00789338752330025,"SL1344_4265","yjeH"
"ssrB",0.718323125002928,4.51639314262317,17.1520294516851,0.000228697112710355,0.00806115589254236,"SL1344_1325","ssrB"
"ompN",0.619647154301905,4.78713933509102,16.9206883971427,0.000247701443053067,0.00866775556886419,"SL1344_1404","ompN"
"slyA",-0.37995321427425,6.8977795065254,16.8737923696243,0.000251755236042475,0.00874623046654036,"SL1344_1376","slyA"
"kdpA",0.641747624492801,8.27987671014168,21.514077493444,0.000283279543446196,0.00975639009658382,"SL1344_0688","kdpA"
"purB",-0.329611892973609,7.78354397108312,16.5013317818902,0.000286577167540626,0.00975639009658382,"SL1344_1170","purB"
"murA",-0.287803727872768,9.36375801674506,16.4981764133085,0.000286893227110148,0.00975639009658382,"SL1344_3279","murA"
"copA",0.335443259567125,6.84376742830813,16.3864401466162,0.000298328469402477,0.0100743229282836,"SL1344_0491","copA"
"ydgT",0.438012815586499,7.03382761617849,16.8919275897638,0.000317164230460961,0.0106360143673332,"SL1344_1393","ydgT"
"SL1344_2549",1.30903249228928,2.50371295787326,15.8320620935019,0.000362719267552403,0.01207980236559,"SL1344_2549","SL1344_2549"
"fadL",-0.287891770947535,8.37558331154956,15.7708751798866,0.000370686179608624,0.012260572337877,"SL1344_2360","fadL"
"ybiJ",0.443724178050774,6.10423403859524,15.6285636262711,0.000389947001475346,0.0128098916334996,"SL1344_0799","ybiJ"
"yaeQ",0.40100681824781,5.90744037341927,15.578083878738,0.000397033253749302,0.0129545512321309,"SL1344_0240","yaeQ"
"rluD",0.270620808709175,8.85569736409911,15.1390261350963,0.000464787365329036,0.0150634777662679,"SL1344_2622","rluD"
"ygiK",-0.471197195409199,5.32565807759184,15.0483246712153,0.000480264679046865,0.0154613209007821,"SL1344_3145","ygiK"
"yeaA",-0.405008464775278,6.45485786579985,14.9853468519498,0.000491334223641024,0.0156095589865954,"SL1344_1226","yeaA"
"yghB",0.489829531346318,5.36399497590704,14.9853769258778,0.000491328873061089,0.0156095589865954,"SL1344_3136","yghB"
"SL1344_1874",0.951772787995059,3.69938383179161,14.7347350439401,0.000538157168893221,0.0168750712245803,"SL1344_1874","SL1344_1874"
"folB",0.35640566211345,6.42439371344891,14.7379167721196,0.000537533723706433,0.0168750712245803,"SL1344_3179","folB"
"recO",-0.364040075171085,5.99158004405334,14.6326851172359,0.0005585684209231,0.0174021090621784,"SL1344_2541","recO"
"purR",-0.260550961807835,7.64517827521397,14.5631480889017,0.000572949124482475,0.017735713603371,"SL1344_1362","purR"
"fliA",-0.270100032070574,9.13964699103999,14.4709529143616,0.000592628040162805,0.0182280306111222,"SL1344_1885","fliA"
"iolI2",0.96254559408021,2.53721722756676,14.3256035203216,0.00062513254215739,0.0191061078865698,"SL1344_4365","iolI2"
"kdpB",0.750020599380267,8.00592090824827,19.8205764680352,0.000634283237295646,0.0192638600811363,"SL1344_0687","kdpB"
"thrB",0.303949488405757,7.59631500214655,14.0038686058644,0.000704050288998828,0.0212491177848459,"SL1344_0003","thrB"
"relA",0.271472475698406,9.13143691444719,13.9617995135156,0.000715131242953312,0.0214494954796369,"SL1344_2937","relA"
"ybdQ",0.351912166746102,6.82490175272418,13.8016167546225,0.000759058640143551,0.0226265072423038,"SL1344_0602","ybdQ"
"psd",-0.319172025025087,7.755161007619,13.7539733018479,0.000772673496767384,0.0228910448827589,"SL1344_4285","psd"
"SL1344_1786",0.515717312278709,5.08240071641835,13.7238821114813,0.000781406745148728,0.0230086169044098,"SL1344_1786","SL1344_1786"
"chaB",0.890204766525678,3.10835664796024,13.4763299282437,0.000857384478946328,0.0250927857504959,"SL1344_1698","chaB"
"ribE",0.274661629223772,7.72615440340547,13.3893346403979,0.00088592764257884,0.025771955337429,"SL1344_1358","ribE"
"katG",-0.32245940807171,6.95575630784288,13.2934448491211,0.000918569552791178,0.0265615112001712,"SL1344_4056","katG"
"yehT",0.482480018046374,4.86295268136142,13.06362183444,0.00100215151380247,0.0288058908342388,"SL1344_2136","yehT"
"SL1344_2834",0.912679226582948,3.79712968302038,13.578289587762,0.00101116345897942,0.0288929487775837,"SL1344_2834","SL1344_2834"
"suhB",-0.280135998369266,9.10832718274119,12.8594143788934,0.0010832538808173,0.0307707822968632,"SL1344_2508","suhB"
"recR",-0.25540124671083,8.08905898564112,12.835192420643,0.00109332957739029,0.030875371515893,"SL1344_0479","recR"
"soxS",0.42486743232335,5.55410908911244,12.7201841630273,0.00114255625533562,0.03207793114544,"SL1344_4201","soxS"
"yaeL",0.232278460542397,8.90701356247076,12.6465866931299,0.00117529760788785,0.0328064286039909,"SL1344_0224","yaeL"
"dcuC",0.369594481960164,5.72171420157565,12.485709621523,0.00125041249051155,0.034702539751036,"SL1344_0615","dcuC"
"pitA",-0.244686185932573,8.74176662350681,12.4634498485491,0.00126120357161347,0.0348020116989796,"SL1344_3554","pitA"
"msbB",-0.283365257727383,6.6699809931889,12.405282984556,0.00128987457363965,0.035208196029004,"SL1344_1823","msbB"
"gyrI",0.422790741995282,5.18866883570894,12.4040187275209,0.00129050542496039,0.035208196029004,"SL1344_2037","gyrI"
"fis",-0.281143582515773,9.52774355716443,12.2471270059815,0.0013714138596031,0.0372053793709178,"SL1344_3358","fis"
"SL1344_4434",0.780921122804537,3.89790423981266,12.1402287939501,0.00142963884592969,0.0385683016033212,"SL1344_4434","SL1344_4434"
"GlmZ",0.6165822284661,9.00444315294577,15.8593144676188,0.00152708955392437,0.0409684191994487,"GlmZ","GlmZ"
"cydA",0.274317180449435,9.74190630788075,11.943546792823,0.00154379061547343,0.0411876512824374,"SL1344_0722","cydA"
"SL1344_0553",1.08651307977907,2.26371592079948,11.8218111174033,0.00161930222934248,0.0429648926675542,"SL1344_0553","SL1344_0553"
"nifJ",0.279522315862582,7.9437242175995,11.7966813481189,0.00163537671197253,0.0431048950462971,"SL1344_1581","nifJ"
"pdxJ",-0.331384140907764,6.3458775257758,11.7857360372501,0.0016424312877446,0.0431048950462971,"SL1344_2540","pdxJ"
"SL1344_4355",1.05927699422728,2.70479147237558,11.7072742166171,0.00169396579222273,0.0439793591970085,"SL1344_4355","SL1344_4355"
"sRNA10",0.554756504402567,4.39562610854333,11.7099484744721,0.00169218111018006,0.0439793591970085,"sRNA10","sRNA10"
"cyaY",-0.330671152778567,6.64393653111645,11.6017653159498,0.00176601070426716,0.0456046293631343,"SL1344_3898","cyaY"
"citT",0.4406552892403,5.23734168626087,11.582787784836,0.00177931368443193,0.0457037541602223,"SL1344_0606","citT"
"SL1344_2944",-0.270542538398332,7.06218371577633,11.4639149202152,0.00186512085005879,0.0476543311372164,"SL1344_2944","SL1344_2944"
"fabA",-0.223087652428457,8.70924133234626,11.39293956999,0.00191845762318911,0.048759115065159,"SL1344_1007","fabA"
"hslO",-0.276041846298766,8.72690098416661,11.3187279744385,0.00197597729679051,0.0499580856869181,"SL1344_3465","hslO"
"fliK",-0.305622487356918,7.19397848646815,11.3015343645027,0.00198956541462428,0.0500396426417742,"SL1344_1903","fliK"
"kdpD",0.327757191876456,7.51969284946895,11.3693684501109,0.0020043433331573,0.0501501241234021,"SL1344_0685","kdpD"
"hypA",1.14226265349016,2.12240380736593,11.2405520136061,0.00203857242366913,0.0507436403809188,"SL1344_1460","hypA"
"bolA",-0.297787399064298,6.74047238357638,11.1979922689184,0.00207353966085416,0.0513493488321268,"SL1344_0440","bolA"
"steB",0.76266882741735,3.46518248100245,11.1436050472502,0.00211916217955702,0.052211398801433,"SL1344_1559","steB"
"celC",0.538510803567246,4.23825909288666,11.1030178656051,0.00215390873953791,0.0525996255412373,"SL1344_1249","celC"
"fliB",-0.367608783942626,7.15997340953462,11.6338091903776,0.0021567044641054,0.0525996255412373,"SL1344_1887","fliB"
"coaE",-0.346399916426803,6.24243494459972,11.0467185866063,0.00220312033118255,0.0530966490961977,"SL1344_0140","coaE"
"dacC",0.33041667815818,6.2432717391281,11.0281612318155,0.00221960427420839,0.0530966490961977,"SL1344_0839","dacC"
"ybjX",0.274469283715154,10.018659964406,11.0447160354628,0.00220489280883485,0.0530966490961977,"SL1344_0879","ybjX"
"glyA",-0.227092869516409,8.71923870711956,11.0142359718549,0.00223206041965793,0.0530966490961977,"SL1344_2517","glyA"
"SL1344_4192",-0.237613554938995,8.67129202978412,11.0250264425564,0.00222240183410817,0.0530966490961977,"SL1344_4192","SL1344_4192"
"hydH",-0.295027222690496,6.51299687334785,10.8501159882242,0.00238464302595054,0.0564482410407605,"SL1344_4112","hydH"
"scsC",-0.752422024416191,2.82359589569928,10.8182539046117,0.00241554042755198,0.0569007059738951,"SL1344_1054","scsC"
"envZ",0.261057196129262,7.09369384607398,10.7946903395447,0.00243866640555099,0.0571666022932316,"SL1344_3468","envZ"
"deoR",0.322565531994329,6.34734971629577,10.7770952248296,0.00245608946015329,0.0572968889037692,"SL1344_0840","deoR"
"ribD",0.26846973863599,7.78970394700175,10.7040872398648,0.00252982167857912,0.058733215797397,"SL1344_0410","ribD"
"carA",-0.314283322831569,5.84144000880472,10.506379208388,0.00274166397087433,0.0633468675375701,"SL1344_0067","carA"
"yaaH",-0.298427732509135,8.79102401198081,10.6773174449161,0.00284843298204948,0.0655003946205569,"SL1344_0009","yaaH"
"hyaA2",0.527365553243409,4.61914744673791,10.3994062550219,0.00286414669948671,0.0655495943688215,"SL1344_1468","hyaA2"
"nrdB",-0.263181553146896,8.9970378027555,10.2735300481026,0.00301583463864201,0.0686955918396332,"SL1344_2247","nrdB"
"grxB",0.30762202912511,5.90846055549756,10.2156006094133,0.00308851772125632,0.0700209017650083,"SL1344_1102","grxB"
"dacD",0.389887951539508,6.41879656209578,10.4475446327264,0.003184241539792,0.0715195460263049,"SL1344_2038","dacD"
"fabB",-0.262938969479967,9.8709390926758,10.1479345185508,0.00317580422260761,0.0715195460263049,"SL1344_2347","fabB"
