"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"uxuA",-0.0324562134673869,5.7548201885351,0.0815481403676436,0.77701673691536,0.900533020552865,"SL1344_3109","uxuA"
"SL1344_4419",-0.0261486135154101,6.22353662800284,0.0819023549047767,0.776546408583546,0.900533020552865,"SL1344_4419","SL1344_4419"
"narY",0.0591637721013128,3.60471271922633,0.0811884128432513,0.777495519888063,0.900581881875619,"SL1344_1509","narY"
"argDb",0.0273090278466146,5.58173643092435,0.0812325314216897,0.777436738067455,0.900581881875619,"SL1344_3435","argDb"
"SL1344_2219",0.0908734712211988,1.92817627719711,0.0802179098297548,0.778792981404854,0.901004146431251,"SL1344_2219","SL1344_2219"
"nudF",0.0271785580325227,6.19831389169768,0.0807000735980813,0.778147322563742,0.901004146431251,"SL1344_3159","nudF"
"garK",-0.0553875816726761,3.46609619979841,0.0803085352182408,0.778671466201697,0.901004146431251,"SL1344_3220","garK"
"SL1344_3702",-0.0459019952788992,4.33018505619303,0.080284365193199,0.77870386735912,0.901004146431251,"SL1344_3702","SL1344_3702"
"tatB",0.0222769986367005,7.56127599006327,0.0805459224377578,0.778353516585931,0.901004146431251,"SL1344_3928","tatB"
"narK",0.0773285368479857,3.53616636610673,0.0801528594402157,0.779109907790599,0.901154908915162,"SL1344_1693","narK"
"ytfM",-0.022518401574164,7.49420890973389,0.0797972319290369,0.779358023290612,0.901226028369341,"SL1344_4342","ytfM"
"yedJ",0.0439217863302094,4.76298293873069,0.0795909126795328,0.779635734185619,0.90133132879635,"SL1344_1921","yedJ"
"SL1344_1607",-0.052089944709178,3.68741502263966,0.0791905968609238,0.780175682205486,0.901739676728169,"SL1344_1607","SL1344_1607"
"SL1344_2495",0.0308844610263195,5.74671986850811,0.0786896273356978,0.780853475753879,0.902307115198727,"SL1344_2495","SL1344_2495"
"ybiN",-0.0262511534443261,5.90379117157613,0.0782411428366718,0.781462240166712,0.902387512194736,"SL1344_0801","ybiN"
"cls",-0.0319404657556357,5.40313914116145,0.0780880149530281,0.781670524644974,0.902387512194736,"SL1344_1670","cls"
"norV",-0.0616177045840625,3.35928584015774,0.0781901943496048,0.781531515811694,0.902387512194736,"SL1344_2820","norV"
"zur",-0.0286420154649412,5.86136262280136,0.0784202756326993,0.78121886311495,0.902387512194736,"SL1344_4177","zur"
"SL1344_0926",-0.0479744314530122,4.04862083558048,0.0777433308682947,0.782140172388694,0.902556219441924,"SL1344_0926","SL1344_0926"
"SL1344_2639",-0.158918285118028,0.288840764497148,0.0776424512083382,0.782277838129443,0.902556219441924,"SL1344_2639","SL1344_2639"
"yqjF",0.0756997205684829,2.89245776959647,0.0775695573474661,0.782377373075978,0.902556219441924,"SL1344_3204","yqjF"
"lepB",-0.0234201783059328,8.42647691734332,0.0774164180237406,0.782586646025431,0.902582019024792,"SL1344_2544","lepB"
"gnd",0.0188675496872747,10.0769480487043,0.0768756905122855,0.783327371515992,0.903004983779118,"SL1344_2058","gnd"
"SL1344_3427",0.0578861884009619,3.52772664726282,0.0769896830740784,0.783170983411611,0.903004983779118,"SL1344_3427","SL1344_3427"
"infB",-0.0237664467328318,11.7661049924127,0.0765776609681735,0.783736834796849,0.903261378337466,"SL1344_3259","infB"
"glpQ",0.0277713251530822,6.3025231448428,0.0762794745030724,0.784147374784676,0.903518891156096,"SL1344_2251","glpQ"
"rpsJ",0.022515527512209,12.061633501116,0.0754499740857247,0.785293994637106,0.904624212810731,"SL1344_3408","rpsJ"
"garRb",-0.0608133915037961,3.39850767726746,0.0751712299997708,0.785680826827936,0.904853973945172,"SL1344_3221","garRb"
"SL1344_2694",-0.0836540729582089,2.44023776670812,0.0750164514375885,0.785895957295273,0.904885926985902,"SL1344_2694","SL1344_2694"
"cmk",0.0261098619301923,9.53701139409905,0.0737668521523203,0.788048610130025,0.906633005331212,"SL1344_0917","cmk"
"SL1344_2311",-0.0754508190953174,2.75234416320249,0.0733319473883155,0.788252913749708,0.906633005331212,"SL1344_2311","SL1344_2311"
"SL1344_2330",0.0416814408667142,4.34189497769551,0.0731706798917059,0.788480080021621,0.906633005331212,"SL1344_2330","SL1344_2330"
"SL1344_3737",0.109049838403224,1.24175979879895,0.0731283263441333,0.788539785129652,0.906633005331212,"SL1344_3737","SL1344_3737"
"comM",0.0833870515881808,5.74899670333962,0.0754537279351037,0.788407710208142,0.906633005331212,"SL1344_3860","comM"
"SL1344_3870A",0.0617163247044338,3.19815603150169,0.0737315333126799,0.787691199804172,0.906633005331212,"SL1344_3870A","SL1344_3870A"
"prkB",-0.0251760254299293,6.28320214373487,0.0729717348560343,0.788760691179322,0.906671120615316,"SL1344_3431","prkB"
