nr,beta_WT,beta05_WT,beta95_WT,hl_WT,hl05_WT,hl95_WT,gamma,gamma05,gamma95,pib_WT,pib05_WT,pib95_WT,delta_1,delta05_1,delta95_1,p_value_1,beta_1,beta05_1,beta95_1,hl_1,hl05_1,hl95_1,delta_hl_1,delta_hl05_1,delta_hl95_1,p_hl_1,ratio_hl_1,pib_1,pib05_1,pib95_1,p_pib_1,delta_2,delta05_2,delta95_2,p_value_2,beta_2,beta05_2,beta95_2,hl_2,hl05_2,hl95_2,delta_hl_2,delta_hl05_2,delta_hl95_2,p_hl_2,ratio_hl_2,pib_2,pib05_2,pib95_2,p_pib_2,delta_3,delta05_3,delta95_3,p_value_3,beta_3,beta05_3,beta95_3,hl_3,hl05_3,hl95_3,delta_hl_3,delta_hl05_3,delta_hl95_3,p_hl_3,ratio_hl_3,pib_3,pib05_3,pib95_3,p_pib_3,sigma_g1,sigma_g2,sigma_g3,sigma_g4,sigma_g5,sigma_g6,sigma_g7,sigma_g8,sigma_g9,gene,com_id,ltag
2085,0.6419775,0.57777405,0.70982495,1.07970634800062,0.97650439470611,1.19968555445983,2.31095,2.150278,2.4522095,0.03210225,0.02825298,0.03614613,-0.08903715,-0.17209435,-0.012146575,0.0715,0.55149405,0.4840674,0.622729405,1.25685342211293,1.11307925449141,1.43192287053398,0.17525300059008,0.02440790963736,0.353106309025888,0.092,0.985379480041176,0.0263925,0.0217382,0.03152656,0.074,-0.112194,-0.2168414,0.003515198,0.0885,0.5306229,0.42853465,0.640559515,1.30628961833906,1.08209646669559,1.61748251487349,0.227833509939137,-0.00592231239214,0.51925889955852,0.101,0.781790187315867,0.09031835,0.068630785,0.11064735,0,-0.031172,-0.13299225,0.08919092,0.4295,0.60830205,0.52110367,0.725038795,1.13947862013701,0.956013920111216,1.33015217657248,0.056474395435995,-0.141433685347697,0.253530622971459,0.4775,0.286590259756348,0.02782715,0.021786415,0.036397515,0.199,0.1100735,0.3715015,0.149752,0.423328,0.2557415,0.2864605,0.231426,0.2428915,0.381836,SL1344_2333,dedD,SL1344_2333
2086,0.7640735,0.6948471,0.84490695,0.907173435007471,0.820382860764115,0.997553556963302,2.59982,2.5045095,2.6947335,0.03724315,0.03356989,0.041318575,-0.136609,-0.23654695,-0.04666324,0.0215,0.6275755,0.55159745,0.70869215,1.10448413127977,0.978065291967158,1.25661796074418,0.194641390210744,0.063606681834435,0.357224238031204,0.0365,1.19718280753507,0.0351689,0.030995655,0.040028085,0.295,-0.0370231,-0.15213585,0.076775025,0.401,0.724502469,0.62396618,0.854887575,0.956721626569402,0.810805070899711,1.11087299872856,0.045593955754953,-0.085819711511606,0.203963321200658,0.5155,0.28789630890189,0.0725023,0.06439405,0.08190518,0,-0.09664515,-0.2314255,0.069088185,0.1945,0.6658501,0.5508293,0.828558805,1.0409958374151,0.836569708175346,1.25837025565382,0.131143954244367,-0.081437761667673,0.351259525922148,0.2495,0.595795895968429,0.03455955,0.02672395,0.045314945,0.3105,0.1563955,0.2281845,0.127525,0.4203565,0.280658,0.327663,0.278024,0.2458125,0.210287,SL1344_2334,folC,SL1344_2334
2087,0.6309745,0.5624744,0.7011589,1.09853437917618,0.988573604646611,1.23231774004452,2.46727,2.280527,2.606698,0.03447485,0.03193428,0.03742562,-0.133345,-0.21934195,-0.053079115,0.008,0.49522085,0.4222781,0.575018915,1.39967287260729,1.20543370519818,1.64144714307132,0.298126031937419,0.109767731520384,0.523256914000172,0.0125,1.32423428188016,0.0303562,0.027521975,0.036970635,0.138,-0.0147939,-0.13929225,0.097544805,0.5325,0.62065095,0.478542325,0.73145665,1.11680678836316,0.947625906429061,1.44845598263133,0.025733343528826,-0.156834878705666,0.327085790769765,0.584,0.085392847360059,0.05126055,0.04556804,0.066195955,0,-0.0444501,-0.1504851,0.07574636,0.3465,0.58529175,0.496539425,0.701419615,1.18427636255133,0.988206159314278,1.39595598463498,0.081795094720368,-0.125621869010342,0.306135998146532,0.386,0.364601788934527,0.02953075,0.023552075,0.03732217,0.135,0.335369,0.3395905,0.1691215,0.373907,0.273139,0.320514,0.2236175,0.203834,0.1334885,SL1344_2335,accD,SL1344_2335
2088,0.828275,0.7197754,1.0101915,0.8368563711316,0.686154245529867,0.963004821538809,3.368965,3.036759,3.818465,0.0415054,0.03756427,0.04515232,-0.0180847,-0.1199969,0.093644355,0.5155,0.813736515,0.695890575,1.01212795,0.851807907715397,0.684841458861504,0.99605777200139,0.018139683653814,-0.089681485480416,0.124829349208212,0.6995,0.170022874845032,0.0451102,0.04128548,0.049378735,0.131,0.006836495,-0.10485365,0.12465835,0.585,0.8342600395,0.70236271,1.044592485,0.830852669165302,0.66355750696477,0.986879244466312,-0.006035341490754,-0.110895973442348,0.11128837984642,0.7485,-0.057555837480936,0.06005485,0.055208775,0.067298905,0,0.0169233,-0.17526215,0.2547232,0.514,0.84941275,0.65735532,1.1511187,0.816031086570536,0.602150917195643,1.0544483421771,-0.016197049187804,-0.197307751890065,0.196298604614033,0.6255,-0.089431761602911,0.0408562,0.033090485,0.051937825,0.464,0.2696255,0.4227045,0.341432,0.5179565,0.217856,0.399846,0.295408,0.2269525,0.133013,SL1344_2336,dedA,SL1344_2336
2089,0.870061,0.7476928,1.037897,0.79666503907191,0.667838127933932,0.927048088200387,3.231105,2.9826895,3.605609,0.04255455,0.03690988,0.048892435,-0.2138385,-0.34561875,-0.081820665,0.0095,0.659018,0.55248255,0.80419795,1.05178793404663,0.861911337506829,1.25460481228201,0.254600211403328,0.092434570094812,0.429570653878705,0.018,1.45510411816646,0.0398607,0.03294875,0.048103285,0.336,-0.0458943,-0.1904792,0.1217861,0.391,0.8268966,0.68968635,1.0213309,0.838251355667213,0.678670554575436,1.00501797774364,0.043790224267491,-0.10620170976347,0.194251071645862,0.532,0.291040659616716,0.06579365,0.055081915,0.08012011,0.001,-0.154997,-0.32924955,0.1169533,0.1705,0.70936635,0.5427687,1.03908774,0.977135706960635,0.667073643301585,1.27705813000423,0.180374936471432,-0.088697202933134,0.454497369316,0.223,0.658008666418436,0.045892,0.03356242,0.064761795,0.3625,0.3144735,0.493267,0.3387285,0.4283135,0.2693905,0.3922095,0.333215,0.311949,0.293056,SL1344_2337,truA,SL1344_2337
2090,0.7702035,0.6781516,0.9102835,0.899953301272345,0.761462976141747,1.0221124312264,3.11161,2.957266,3.475484,0.05389815,0.048976865,0.059241845,-0.0932756,-0.20952845,0.02076548,0.146,0.6792571,0.57957345,0.81225643,1.02044892951603,0.853360041627594,1.19596089256988,0.122727542093153,-0.02731331356357,0.291082893728295,0.218,0.72897915570351,0.04826515,0.043239865,0.054718935,0.1265,-0.0334434,-0.15315925,0.10825005,0.4265,0.737733425,0.62999735,0.89070139,0.939563205123502,0.778203791055562,1.10023824862447,0.040125327895171,-0.118952107954722,0.200947227269282,0.5385,0.249501641575754,0.0773627,0.070154675,0.08679471,0,0.01198205,-0.16452375,0.23903395,0.52,0.78549415,0.611810635,1.0380721,0.882434585482868,0.667725469704915,1.13294409602536,-0.015023333128838,-0.220105396629734,0.220088778929706,0.601,-0.073255227065591,0.04323385,0.035192575,0.055124565,0.0685,0.307378,0.3477695,0.209068,0.430676,0.247641,0.4009285,0.285837,0.226367,0.1563375,SL1344_2338,usg,SL1344_2338
2091,0.530711,0.48845735,0.57886775,1.30607276005198,1.19741889379249,1.41905364016585,2.578615,2.406906,2.722468,0.03490535,0.031247605,0.039439725,-0.104326,-0.15692805,-0.056091325,0.0025,0.425931,0.3900345,0.465601545,1.62736964677907,1.48871323532108,1.77714325420338,0.318581482266818,0.168403928339108,0.480559061630909,0.002,1.96682456619947,0.034718,0.030166795,0.04053244,0.472,-0.0452431,-0.10286645,0.013043535,0.2255,0.48579365,0.43010258,0.541735835,1.42683458921003,1.279492948013,1.61158573142463,0.121484402820367,-0.03229014377054,0.298648889340975,0.215,0.685715321429475,0.05358955,0.046704405,0.063049395,0,0.136516,0.019249365,0.2858996,0.0535,0.6677525,0.554850035,0.8191583,1.03803009926694,0.846170002297619,1.24925139625531,-0.266152341540788,-0.475716786969641,-0.042507309919926,0.0575,-1.27002622508858,0.0265592,0.01905386,0.03742001,0.0965,0.3793165,0.357642,0.1625855,0.3199035,0.149672,0.421894,0.195209,0.3668665,0.1978535,SL1344_2339,pdxB,SL1344_2339
2092,0.978733,0.819268,1.168207,0.708208654078594,0.593342809823373,0.846056706211833,1.22448,0.9754119,1.4237005,0.02819165,0.024319425,0.032741855,-0.119065,-0.2805819,0.040552635,0.144,0.8563513,0.72278434,1.03112711,0.809419197898077,0.672222827330916,0.958995847555757,0.097747374792302,-0.032340221356255,0.235407945508678,0.265,0.710060798699515,0.02670675,0.02244189,0.03209121,0.3735,0.01256885,-0.1675527,0.1914922,0.5285,0.9927138,0.800990449,1.209873775,0.698234663561969,0.572908674551834,0.865362611780423,-0.008559448002667,-0.134225409319599,0.126892367577102,0.7055,-0.068112700630841,0.04788655,0.039893855,0.056676585,0,-0.119115,-0.3475825,0.07886648,0.211,0.850097,0.6293635,1.12280215,0.815374222677285,0.61733691756768,1.10134634206069,0.097607128170328,-0.05359006567684,0.352398490038779,0.332,0.38308648870413,0.02391175,0.01614697,0.03260872,0.224,0.27347,0.143794,0.3926595,0.760466,0.525778,0.305704,0.3387845,0.4572,0.3549895,SL1344_2340,div,SL1344_2340
2093,0.6427625,0.5433344,0.8165597,1.0783877107999,0.848862848122025,1.27572855652285,0.352078,0.03013163,0.8642053,0.0564406,0.050283125,0.063583625,-0.0461871,-0.1833332,0.0879608,0.3515,0.60126335,0.491731955,0.760717755,1.1528179695283,0.911175516236008,1.40960369467967,0.081947684829138,-0.160972177463369,0.323113456652503,0.4005,0.339798157133003,0.0587789,0.050285795,0.068904295,0.3705,-0.05338485,-0.19432715,0.096869745,0.3505,0.5927094,0.46701935,0.794359,1.1694553598183,0.872586978450377,1.48419383719344,0.097257247823465,-0.157067120202668,0.389994255339338,0.3845,0.332234207928738,0.09159965,0.078203615,0.10891515,0,-0.11494,-0.265915,0.0595452,0.1575,0.5269164,0.40051555,0.74357937,1.31547849930704,0.932176469396441,1.73063737859188,0.236827682340362,-0.099481420551253,0.61474078870078,0.175,0.62667231793358,0.040082,0.030406965,0.059241995,0.079,0.2175445,0.3420895,0.3788125,0.5583645,0.424246,0.5074625,0.2778175,0.301059,0.26656,SL1344_2341,,SL1344_2341
2094,0.475495,0.43012085,0.55328245,1.45773810568568,1.25279083146168,1.61151728450334,0.18671,0.019450665,0.56383215,0.02905345,0.02258693,0.036758735,-0.05247535,-0.1108389,0.0016141695,0.1535,0.422702441,0.37513175,0.500661072,1.63979933303344,1.38446390230695,1.84774330770832,0.178674493427859,-0.005258300318676,0.380402107359906,0.1225,0.885721542753421,0.01717635,0.01208214,0.0252004,0.015,-0.008325585,-0.066207705,0.054440865,0.6405,0.46989835,0.41410503,0.55032135,1.47510026985834,1.25953171211409,1.67384390647828,0.024706229787903,-0.16019528634802,0.21020022346983,0.5955,0.133191535194762,0.0432483,0.0325685,0.05644432,0.026,0.04741035,-0.03819128,0.15705265,0.307,0.5260613,0.44516772,0.64641873,1.31761675049232,1.07228821427503,1.55704726449805,-0.130206436835697,-0.378732795316911,0.118674550600389,0.296,-0.523913992992173,0.0183534,0.01061397,0.029092265,0.0775,0.2504775,0.349821,0.16932,0.6090975,0.4255005,0.397086,0.4217785,0.599503,0.4943195,SL1344_2346,,SL1344_2346
2095,0.7518925,0.6776225,0.831446,0.92187005825238,0.833664700485594,1.02291051542594,1.53715,1.2174915,1.7905645,0.0196253,0.017220935,0.022308795,-0.07163285,-0.1446831,0.0005832956,0.11,0.6808298,0.6015567,0.759318645,1.01809174008543,0.912854158122617,1.15225577343159,0.097587260016151,-0.000727961327369,0.203415197802111,0.2125,0.922131358295232,0.0131647,0.011302615,0.015570615,0,-0.171837,-0.25387785,-0.091387165,0.0015,0.5803895,0.49785465,0.6607421,1.19427933598366,1.04904347180982,1.3922681719075,0.272015961769175,0.136893083168283,0.437426042943122,0.002,1.64449445788689,0.0338987,0.029103725,0.040103785,0,-0.08785695,-0.1879586,0.06124846,0.1925,0.66349061,0.58203575,0.816026358,1.04469780210688,0.849417757794696,1.19090138493515,0.123327249032946,-0.08019831514131,0.272347613642354,0.248,0.827586547356761,0.02422985,0.01760722,0.032284835,0.1535,0.242866,0.385866,0.311871,0.457349,0.275059,0.11615,0.325043,0.343269,0.2776105,SL1344_2347,fabB,SL1344_2347
2096,0.996326,0.85807005,1.1849685,0.695703222409831,0.58494989061239,0.807797945473915,1.26747,1.0569465,1.5855335,0.02546045,0.022579785,0.028594715,-0.0443645,-0.16287255,0.06885155,0.3615,0.9488697,0.82240736,1.13453333,0.730497754763827,0.610953594939244,0.842827064945737,0.031797177269394,-0.048930000951022,0.11533357159925,0.633,0.380638612959972,0.0201759,0.017452045,0.023753115,0.015,-0.0552996,-0.19152565,0.07713231,0.3365,0.9377687,0.7827721095,1.15676305,0.739145145786639,0.599212765527515,0.885503165815164,0.041025189740521,-0.052984061924195,0.157541981928315,0.557,0.35209680055729,0.05402355,0.047025625,0.0622546,0,0.01599165,-0.2598792,0.25556185,0.5085,1.0106976,0.74002765,1.289908,0.685810657722597,0.53736171926049,0.936650396140423,-0.010376687676079,-0.149041156764777,0.227308447133458,0.6365,-0.074833068227748,0.02382585,0.01736401,0.03243315,0.375,0.158084,0.2042915,0.252591,0.671377,0.393109,0.354647,0.252527,0.3995935,0.2212905,SL1344_2348,mnmC,SL1344_2348
2097,0.5986175,0.51820865,0.72064705,1.15791332785826,0.961840115069944,1.33758319288829,3.49175,3.057973,3.998089,0.02194455,0.01812666,0.02650268,-0.02667615,-0.1203336,0.078349285,0.455,0.5677583,0.486004,0.72841149,1.22084906620702,0.9515873790764,1.42621708374487,0.056069144212742,-0.131838146977087,0.249460753940747,0.486,0.28992542278127,0.0198573,0.015936875,0.02533193,0.291,-0.1183265,-0.21708555,0.0074114335,0.087,0.479172,0.3896406,0.64657433,1.44655193006352,1.07203016413822,1.77893985869463,0.285244941419866,-0.011605950836331,0.569563516690278,0.0975,1.00325819777541,0.0477953,0.03784299,0.06006729,0,-0.280787,-0.3895532,-0.1574912,0.0025,0.3182675,0.24681695,0.44838385,2.17787610743846,1.54587900864573,2.80834530723894,1.02958101890399,0.424093820609211,1.61301105353311,0.0025,1.76470349106812,0.03392715,0.0056090825,0.07321074,0.2685,0.201659,0.4641075,0.2621675,0.6611185,0.3205255,0.344801,0.3096705,0.4954785,0.3308065,SL1344_2349,yfcL,SL1344_2349
2098,1.143475,1.0027235,1.337061,0.60617607101134,0.518411038427709,0.691264530812972,3.137375,2.96168,3.440556,0.02760735,0.02356825,0.03244578,0.0625052,-0.1202947,0.26540705,0.36,1.20980265,1.0387455845,1.4386531,0.572942360684939,0.481802862449421,0.667292541027552,-0.031434772659958,-0.12837654971368,0.063248745398348,0.6245,-0.324264456618516,0.0265988,0.02239406,0.03179822,0.4055,0.04506975,-0.15424335,0.26752305,0.4305,1.1966035,0.9947115375,1.44926055,0.57926221689758,0.478276482264286,0.696832360466458,-0.022524375430896,-0.125435508441764,0.084540085420914,0.659,-0.218872096457414,0.0504274,0.042623655,0.059836265,0,-0.0707782,-0.3078765,0.24180165,0.393,1.0802685,0.81006905,1.460481735,0.641643425951561,0.474601745703581,0.855664330264138,0.038566448442472,-0.100979807194836,0.22331944261559,0.5415,0.208745999571372,0.03136165,0.021832405,0.04283453,0.2835,0.28756,0.477321,0.2460985,0.563029,0.391058,0.3710155,0.3624965,0.466184,0.306202,SL1344_2350,yfcM,SL1344_2350
2099,1.305335,1.087987,1.559554,0.531010951648516,0.444452183538741,0.637091436888689,2.78911,2.632864,2.8993745,0.0448018,0.039554885,0.0509912,-0.0465242,-0.2954977,0.2323105,0.4235,1.25747985,0.990549235,1.616893705,0.551219337937413,0.428690630288515,0.699760462600686,0.019285648938796,-0.085081227762391,0.140634113497237,0.677,0.158927836532356,0.04707495,0.040821675,0.05425683,0.3525,0.0853087,-0.186352,0.39484765,0.3435,1.3902646,1.09255120585,1.75987025,0.498572134255505,0.393862661500307,0.634429929612965,-0.031688283043388,-0.136711825826531,0.081577293724254,0.6105,-0.301725519856244,0.0682642,0.059674345,0.078190645,0,-0.140999,-0.39813775,0.157112,0.2495,1.17496,0.88053405,1.52589075,0.589932577623029,0.454257411817088,0.787189525466031,0.063663873280032,-0.060497298159242,0.218823813486041,0.436,0.410311277482477,0.02841845,0.021410225,0.038123575,0.0095,0.3196845,0.4755075,0.3395375,0.4394855,0.466129,0.3986235,0.34865,0.334884,0.2401265,SL1344_2351,yfcA,SL1344_2351
2100,1.301375,1.08873,1.563596,0.532626787799576,0.443303252216275,0.636656641229384,2.681,2.5632055,2.7740495,0.0393084,0.034540225,0.04459113,0.0482019,-0.1890728,0.28016955,0.414,1.34718765,1.10256645,1.64089745,0.514514214920053,0.422419568045207,0.628667050917118,-0.018887423534849,-0.10554371219762,0.075475510031634,0.7205,-0.217957909648672,0.03405905,0.02929236,0.03921154,0.1215,0.06541825,-0.20181795,0.3567837,0.398,1.369677,1.06224384,1.7395957,0.506066160844537,0.398453035423798,0.652531146357121,-0.025274619877952,-0.122568853772693,0.092488327491238,0.6605,-0.259775105534987,0.0671884,0.058469155,0.07767104,0,-0.1609055,-0.43529815,0.14818915,0.22,1.141982,0.8586735,1.50046344,0.606968578957311,0.461955394704654,0.807230205697626,0.074975367675262,-0.059486311273338,0.245678402632187,0.3865,0.439215200211184,0.0290361,0.021753535,0.037954045,0.0445,0.2554635,0.3476985,0.240036,0.572003,0.4536895,0.3173415,0.355982,0.388258,0.26465,SL1344_2352,mepA,SL1344_2352
2101,0.703787,0.6333395,0.78782335,0.9848820485093,0.879825689672041,1.09443229409323,2.52345,2.3628175,2.661632,0.04283555,0.03765703,0.04891013,0.05908325,-0.045132575,0.1587834,0.2475,0.7637055,0.668791705,0.85743595,0.907610567054519,0.808395287361163,1.03641713569307,-0.076117601984107,-0.20113615623418,0.060099021957977,0.3595,-0.608850441766023,0.02949925,0.02565634,0.03388246,0.001,-0.020788,-0.1248341,0.1017103,0.4955,0.684651505,0.592608835,0.79886213,1.01240876083136,0.867668093299321,1.16965380884043,0.029900722256189,-0.133201881964935,0.188446021430733,0.5735,0.188594189874219,0.06371715,0.055366775,0.07449416,0.001,-0.105759,-0.21631405,0.03519756,0.1205,0.5951166,0.512108,0.734258795,1.16472499811683,0.944009375886404,1.35351758294766,0.176931062767286,-0.049464566496896,0.383304689110312,0.1505,0.857333690852526,0.03098425,0.02294135,0.04350611,0.058,0.167918,0.3396135,0.228102,0.4326975,0.2556975,0.260484,0.295027,0.3003375,0.257517,SL1344_2353,aroC,SL1344_2353
2102,0.364655,0.3212348,0.4130765,1.9008300470729,1.67801165411802,2.15775869492275,1.949885,1.3955435,2.3575795,0.0362666,0.030855105,0.04333511,-0.01795935,-0.064673335,0.027598085,0.53,0.34527656,0.3069554295,0.395560613,2.00751299713512,1.7523159775355,2.25813624531127,0.098617828422687,-0.143616088342226,0.347432375737162,0.376,0.396350733858199,0.02434325,0.02018324,0.02953628,0.003,0.000692089,-0.05938738,0.076375955,0.684,0.362978775,0.303437065,0.45502843,1.90960802509053,1.52330525635909,2.28431942882847,-0.003330612631573,-0.334444135142094,0.345020199581607,0.5855,-0.010058823953551,0.0513532,0.043169265,0.065997795,0.0095,0.034202,-0.057927055,0.15188235,0.398,0.39731755,0.31240751,0.51636385,1.74456724527241,1.34236271200584,2.2187276874744,-0.165817159350592,-0.595155429520946,0.319451771362388,0.336,-0.38621565062159,0.0455276,0.023337895,0.080679405,0.269,0.2660215,0.4477175,0.267026,0.435627,0.2621205,0.3161095,0.267833,0.503158,0.221003,SL1344_2354,yfcB,SL1344_2354
2103,1.021795,0.8628316,1.224189,0.678362281944385,0.566209287349965,0.803340092152816,0.5497375,0.14616955,0.947274,0.01186145,0.010120325,0.01344209,-0.0241694,-0.15394535,0.09727516,0.476,0.9935629,0.843596593,1.187753136,0.69763795042889,0.583578498833507,0.821657164281879,0.016603124835712,-0.064719970015364,0.101734750358976,0.7275,0.195028871276211,0.01072795,0.008724295,0.01342578,0.284,-0.0810175,-0.2041816,0.0514045,0.2155,0.937631145,0.78429915,1.14109877,0.739253587142524,0.607438374272303,0.883779088847251,0.058091690211024,-0.035826537446124,0.15908620757371,0.4445,0.575196473313582,0.02697425,0.02189772,0.032892005,0,0.03999715,-0.15228205,0.25499105,0.4335,1.0617156,0.841762719,1.35316628,0.65285579559117,0.51224096435855,0.823447233425475,-0.025937772995506,-0.139230422314992,0.111863547763742,0.62,-0.228944888757619,0.01130075,0.009047924,0.013494735,0.367,0.265888,0.423404,0.3350355,0.757788,0.537462,0.410272,0.616837,0.2203725,0.35867,SL1344_2355,yfcN,SL1344_2355
2104,1.03074,0.88501355,1.202723,0.672475293242528,0.576314897194348,0.783205167516096,1.83378,1.5750415,2.0609745,0.0228017,0.02002141,0.0258117,-0.123954,-0.27412525,0.03629955,0.127,0.906673,0.76275425,1.077567295,0.764495226570048,0.643251875409626,0.908742551911061,0.092082398701896,-0.02682558883803,0.208658189264956,0.2695,0.789892980842239,0.0196506,0.0161111,0.023836785,0.156,-0.162623,-0.3216111,0.02732722,0.1045,0.865292,0.708417,1.080893955,0.801055810746628,0.641272195990167,0.978445368234385,0.128292066569034,-0.016601120321827,0.272492703264964,0.198,0.889677532003946,0.04390745,0.03651847,0.05250975,0,-0.5937035,-0.7561516,-0.2234698,0.015,0.410568,0.3206229,0.87483365,1.68826409903253,0.792318941147415,2.16187671111835,1.00440287816905,0.175597492119766,1.46935786311595,0.02,2.16021531263669,0.04787905,0.025164505,0.11210845,0.038,0.2844345,0.3684045,0.3369665,0.617799,0.435179,0.3040075,0.325297,0.4455285,0.3375775,SL1344_2356,sixA,SL1344_2356
2105,0.906441,0.77701385,1.0512735,0.7646909515188,0.659340492401044,0.892065413169351,0.924629,0.59388855,1.2099065,0.0188251,0.016318075,0.02148679,0.0184835,-0.073015635,0.1052917,0.515,0.92234036,0.799647581,1.064961095,0.75150910745548,0.650866242626619,0.866815835188689,-0.015217039870482,-0.088460105307955,0.060870315640103,0.7905,-0.207760827316448,0.01174155,0.009893641,0.01378807,0.0015,-0.1713765,-0.26641705,-0.07577695,0.0045,0.7324305,0.61996805,0.87095365,0.946365806124748,0.795848583485813,1.11803703124064,0.18104892659492,0.078725525366273,0.289515711896579,0.02,1.66916467646202,0.0395751,0.032870055,0.04681217,0,-0.116651,-0.2763039,0.070056665,0.1845,0.7794045,0.6280469,1.033020905,0.889329206029592,0.670990485302593,1.1036551325626,0.11764625352081,-0.056136873339607,0.307605570933088,0.2775,0.619323416842333,0.01370465,0.01029175,0.019222085,0.0595,0.211904,0.352238,0.194397,0.67309,0.3883375,0.3793655,0.3300585,0.344299,0.3319645,SL1344_2357,fadJ,SL1344_2357
